Massive;https://f-droid.org/en/packages/com.massive/index.html;Tired of forgetting where you are in your current workout Massive helps you remember your rest timings last personal best and plan for the day Record your reps  sets progress and visualize your improvement with graphsMassives rest timer can be toggled on and off and it automatically starts after each set is loggedAll data is stored offline on your phones storage so dont worry about internet connectivitySource code is found at httpsgiteapresleynzbrandonpresleyMassive;https://f-droid.org/repo/com.massive_36253.apk;This version requires Android 5.0 or newer.;https://github.com/brandonp2412/Massive;https://github.com/brandonp2412/Massive/issues;2.38;run foreground service <-> run foreground service with the type "specialUse" <-> show notifications <-> ask to ignore battery optimizations <-> Schedule precisely timed actions <-> display notifications as full screen activities on a locked device <-> control vibration <-> com.massive.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
Brethap;https://f-droid.org/en/packages/com.jithware.brethap/index.html;Brethap is yet another meditation app yama Including a timer for meditation it also allows you to configure a breathing pattern for you to follow Your sessions will be saved allowing you to monitor and view stats about your progress in either a list or calendar view Duration breath and other options are configurable through saved preferences Breathing technique presets include 478 physiological sigh among othersHeart rate is only supported in the Wear OS version on Google PlayThe current screenshots are out of date due to an fdroid bug For the latest screenshots visit Brethap on Google Play;https://f-droid.org/repo/com.jithware.brethap_126.apk;This version requires Android 6.0 or newer.;https://github.com/jithware/brethap;https://github.com/jithware/brethap/issues;1.7.26;have full network access <-> control vibration <-> 
ETH & UZH canteens ZÃ¼rich;https://f-droid.org/en/packages/ch.famoser.mensa/index.html;See in one view all the different menus todayFind the details by tapping on an interesting menu;https://f-droid.org/repo/ch.famoser.mensa_25.apk;This version requires Android 5.0 or newer.;https://github.com/famoser/Mensa;https://github.com/famoser/Mensa/issues;1.8.3;have full network access <-> 
Inner Breeze;https://f-droid.org/en/packages/io.naox.inbe/index.html;Find serenity in every breath with Inner BreezeThis app guides you through the Wim Hof Breathing Method with easeExperience mindful breathing with personalized settings and track your journey towards tranquility and rejuvenationThis easy yet potent breathing technique promises profound inner peaceoffering a sanctuary of serenity amidst lifes hectic paceSimply follow 4 stepsInhale and exhale rhythmically for 30 breathsExhale and hold your breathInhale deeply and hold for 15 secondsExhale and repeat step 1Do 310 rounds of the process;https://f-droid.org/repo/io.naox.inbe_31.apk;This version requires Android 4.4 or newer.;https://github.com/naoxio/inner_breeze;https://git.naox.io/NaoX/inner_breeze/issues;1.3.3;view network connections <-> read the contents of your shared storage <-> io.naox.inbe.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
Flexify;https://f-droid.org/en/packages/com.presley.flexify/index.html;Flexify is your ultimate gym companion meticulously crafted with Flutter technology Effortlessly track your gym progress log workouts sets reps and weights with seamless ease No internet No worries Flexify operates offline ensuring uninterrupted focus on your fitness journey Visualize your progress over time with intuitive graphs empowering you to identify areas for improvement and celebrate milestones Stay on track with automatic rest timers optimizing your workout sessions for maximum efficiency Get started today and elevate your fitness game with Flexify Join our vibrant community on GitHub where contributions are always welcomed and encouraged Flexify is licensed under the MIT License empowering developers to innovate and enhance the app further Download Flexify now and embark on a journey to unlock your full fitness potential;https://f-droid.org/repo/com.presley.flexify_1743.apk;This version requires Android 5.0 or newer.;https://github.com/brandonp2412/Flexify;https://github.com/brandonp2412/Flexify/issues;1743;run foreground service <-> run foreground service with the type "specialUse" <-> show notifications <-> read the contents of your shared storage <-> run at startup <-> ask to ignore battery optimizations <-> Schedule precisely timed actions <-> control vibration <-> prevent phone from sleeping <-> com.presley.flexify.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
BoltOn;https://f-droid.org/en/packages/com.matt.bolton/index.html;An opensource bluetooth file manager for the Wahoo ELEMNT BoltSupportsbrowsing transferring and deleting filesfiles can include recorded rides route directions and plansstarting routesplans from internal directoriesconverting FIT files to GPX when receivingGives access to both the USB directory and the internal routes and plans directories Routes and plans can also be started from the file manager;https://f-droid.org/repo/com.matt.bolton_9.apk;This version requires Android 8.0 or newer.;https://gitlab.com/Hague/bolton;https://gitlab.com/Hague/bolton/-/issues;9;pair with Bluetooth devices <-> connect to paired Bluetooth devices <-> discover and pair nearby Bluetooth devices <-> show notifications <-> com.matt.bolton.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
KitchenOwl;https://f-droid.org/en/packages/com.tombursch.kitchenowl/index.html;KitchenOwl is a smart selfhosted grocery list and recipe managerEasily add items to your shopping list before you go shoppingYou can also create recipes and get suggestions on what you want to cookTrack your expenses so you know how much youve spend;https://f-droid.org/repo/com.tombursch.kitchenowl_97.apk;This version requires Android 5.0 or newer.;https://github.com/TomBursch/kitchenowl;https://github.com/TomBursch/kitchenowl/issues;0.5.2;have full network access <-> read the contents of your shared storage <-> com.tombursch.kitchenowl.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
FitBook;https://f-droid.org/en/packages/com.presley.fit_book/index.html;FitBook is a Flutter application designed to help you keep track of your daily calorie intake It works offline and provides a visual representation of your calorie consumption through easytounderstand graphs;https://f-droid.org/repo/com.presley.fit_book_813.apk;This version requires Android 5.0 or newer.;https://github.com/brandonp2412/FitBook;https://github.com/brandonp2412/FitBook/issues;813;take pictures and videos <-> have full network access <-> read the contents of your shared storage <-> com.presley.fit_book.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
Keep Alive;https://f-droid.org/en/packages/io.keepalive.android/index.html;Keep Alive will send a custom message via SMS to one or more people if you havent used your device in a given period of time Intended to be used as a failsafe for those living alone in case of an accident or other emergency Once the settings are configured no further interaction is required 100 Devicebased no cloud services or accounts required Free with no ads or trackers Open Source httpsgithubcomkeepalivedevKeepAlive Minimal Battery Usage Multiple SMS Recipients Custom Alert Message Optional Include Location Information in SMS Optional Place a phone call with speakerphone enabledRequirements  Keep Alive requires that your device has an active cellular plan  WiFi calling and messaging will be used if the device supports itHow it Works  Keep Alive uses either your devices lock screen or another apps to detect activity If your device hasnt been lock or unlocked for a set period of time or if you havent accessed the selected apps you will be prompted with an Are you there notification If this notification is not acknowledged an Alert will be triggered Based on the configured Emergency Contact Settings one or more SMS messages andor a phone call will be placed to notify others that you may be in need of assistanceMain Settings Monitoring Method  Choose between using the lock screen or another apps to detect activity If using another apps you will be prompted to select the apps to monitor Hours of Inactivity Before Prompt  how many hours since your phone was last locked or unlocked before you are prompted with an Are you there notification Defaults to 12 hours Minutes to Wait  if the prompt is not acknowledged within this time an Alert will be sent based on the configured emergency contact settings Defaults to 60 minutes Rest Period Time Range  a range of time during which inactivity will not be counted For example with Hours of Inactivity set at 6 hours and a Rest Period of 2200 a 600 if the device is last used at 1800 the Are you there check would not be sent until 800  Note that an alert can still be sent during a rest period if the Are you there check was sent BEFORE the start of a rest period AutoRestart Monitoring After Alert  If enabled monitoring will be automatically restarted after an Alert is sentEmergency Contact Settings Phone Call Number Optional  when an Alert is triggered a phone call will be placed to this number with speakerphone enabledOne or more SMS recipients can be configured with Phone Number  the phone number to send the Alert SMS to Alert Message  the message that will be sent when an Alert is triggered Include Location  if enabled your location will be included in a second SMSPrivacyData CollectionNo data is collected other than the configured settings  This data is not shared with the developers or any 3rd parties The only data transmitted is to the configured emergency contacts This app does not request network or storage access and no data is sent to the developers or any 3rd partiesDisclaimer Not responsible for SMS or phone call charges incurred by the use of the Keep Alive app The operation of the Keep Alive app is dependent on the device software and network connectivity The developers are not responsible for any failure due to device malfunctions software incompatibilities or network issues;https://f-droid.org/repo/io.keepalive.android_123.apk;This version requires Android 5.1 or newer.;https://github.com/keepalivedev/KeepAlive;https://github.com/keepalivedev/KeepAlive/issues;1.2.3;access location in the background <-> access approximate location only in the foreground <-> access precise location only in the foreground <-> view network connections <-> directly call phone numbers <-> run foreground service <-> android.permission.PACKAGE_USAGE_STATS <-> show notifications <-> query all packages <-> read phone status and identity <-> run at startup <-> Schedule precisely timed actions <-> send and view SMS messages <-> This app can appear on top of other apps <-> prevent phone from sleeping <-> io.keepalive.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
Tournant;https://f-droid.org/en/packages/eu.zimbelstern.tournant/index.html;Tournant serves your favorite dishes on your Android deviceWith Tournant you can manage your recipes for cooking and baking You can sync the app with a recipe file from Gourmand Recipe Manager previously known as Gourmet or use Tournant as a standalone recipe managerFeaturesCreate and edit recipesImport und export XML files GourmandSync with an XML file on the Android deviceSearch in recipes and categoriesShare recipesScale ingredient listsVisit the website for documentationhttpstournantzimbelsterneu;https://f-droid.org/repo/eu.zimbelstern.tournant_25.apk;This version requires Android 5.0 or newer.;https://github.com/zimbelstern/Tournant;https://github.com/zimbelstern/Tournant/issues;2.8.0;set an alarm <-> eu.zimbelstern.tournant.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
EP Mobile;https://f-droid.org/en/packages/org.epstudios.epmobile/index.html;EP Mobile is an application that provides a set of tools forelectrophysiologists and other health care workers who deal with cardiacarrhythmias The program includes EP calculators drug dose calculators riskscores diagnostic tools ECG figures and more;https://f-droid.org/repo/org.epstudios.epmobile_83.apk;This version requires Android 5.0 or newer.;https://github.com/mannd/epmobile;https://github.com/mannd/epmobile/issues;2.33.0;have full network access <-> org.epstudios.epmobile.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
AAT Another Activity Tracker;https://f-droid.org/en/packages/ch.bailu.aat/index.html; Display live tracking on different cockpit and map views Store tracks in standard GPX format for sharing with other applications Display offline as well as tile based maps Tile based overlays for displaying cycle and hiking routes Waymarked Trails Integration of Overpass and Nominatim Search and POI Display Offline POIs from Mapsforge compatible Databases Simple GPX editor for quick route planning GPS independent altitude information and hill shading Support for Bluetooth and internal sensors;https://f-droid.org/repo/ch.bailu.aat_40.apk;This version requires Android 5.1 or newer.;https://github.com/bailuk/AAT;https://github.com/bailuk/AAT/issues;v1.26;access location in the background <-> access approximate location only in the foreground <-> access precise location only in the foreground <-> recognize physical activity <-> pair with Bluetooth devices <-> access Bluetooth settings <-> connect to paired Bluetooth devices <-> discover and pair nearby Bluetooth devices <-> access body sensors (like heart rate monitors) <-> run foreground service <-> have full network access <-> read the contents of your shared storage <-> modify or delete the contents of your shared storage <-> 
Table Habit;https://f-droid.org/en/packages/io.github.friesi23.mhabit/index.html;Table Habit is an app that helps you establish and track your own micro habit Its includes a complete set of growth curves and charts to help you establish habits more effectivelyMoreover this app completely open source and include features below A scoring system to help develop your own micro habits An easytouse interface for habit check in Different colors used to distinguish between various habits Easily export and import habits using a humanreadable format JSON Adapt to Material3 and Dynamic Color for Android 12 and later versions Adaptation for landscape and large screen devices;https://f-droid.org/repo/io.github.friesi23.mhabit_49.apk;This version requires Android 4.4 or newer.;https://github.com/FriesI23/mhabit;https://github.com/FriesI23/mhabit/issues;1.13.3;show notifications <-> read the contents of your shared storage <-> run at startup <-> control vibration <-> io.github.friesi23.mhabit.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
FOSS Warn;https://f-droid.org/en/packages/de.nucleus.foss_warn/index.html;The app is currently in a BETA statusFOSS Warn is an unofficial open source application to get emergency alerts from warnungbundde Germany or alertswiss Switzerland You can store locations in the app for which you would like to receive notificationsImportant FOSS Warn is unofficial and has nothing to do with the official APP Nina from BBKNotice FOSS Warn is currently only available in German but there is a translation help  here;https://f-droid.org/repo/de.nucleus.foss_warn_31.apk;This version requires Android 6.0 or newer.;https://github.com/nucleus-ffm/foss_warn;https://github.com/nucleus-ffm/foss_warn/issues;0.7.1;have full network access <-> show notifications <-> run at startup <-> ask to ignore battery optimizations <-> Schedule precisely timed actions <-> control vibration <-> prevent phone from sleeping <-> de.nucleus.foss_warn.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
Broccoli: The Green Recipe App;https://f-droid.org/en/packages/com.flauschcode.broccoli/index.html;Broccoli is a free ecofriendly recipe app for building your recipe collection distraction free cooking and seasonal ingredients Create collect and cookOrganize easilya create an unlimited amount of recipesa import recipes from your favorite blogsa organize with categories and hashtagsa access your recipes offlinea backup your recipesCook ecofriendlya learn more about the seasonal ingredients in your region with the seasonal calendara search for seasonal recipes in your collectiona easily identify seasonal ingredientsCook without distractiona use the fullscreen cooking assistant while you prepare your disha adjust the amount of the ingredientsBroccoli is free for everyone and no account is required If you enjoy our recipe app you can donate to support the development of the appStart your recipe collection now;https://f-droid.org/repo/com.flauschcode.broccoli_1021100.apk;This version requires Android 8.0 or newer.;https://github.com/flauschtrud/broccoli;https://github.com/flauschtrud/broccoli/issues;1.2.11;have full network access <-> com.flauschcode.broccoli.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
PocketTRacker;https://f-droid.org/en/packages/org.sbv.pockettracker/index.html;For everyone who likes potting billiard balls better than writing score sheetsThis app helps you with keeping tabs on the scores of straight pool games All you have to do is count the remaining balls on the table and it will do the rest for youYou are welcome to report any issues or ideas in the gitlab repohttpsgitlabcomDacid99PocketTRacker;https://f-droid.org/repo/org.sbv.pockettracker_6.apk;This version requires Android 5.0 or newer.;https://gitlab.com/Dacid99/pockettracker;https://gitlab.com/Dacid99/pockettracker/-/issues;6;org.sbv.pockettracker.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
trale;https://f-droid.org/en/packages/de.quantumphysique.trale/index.html;Lock in your optimal weight by losing or gaining with this simple material design appWhy trale o Truly gratis No annoying advertising no tracker Modern appearance using Material Design 3 Customizable Many custom themes dark mode and several units Track your progress with stateoftheart data modeling a Import and export of your measurements Privacy No permissions and we do not collect any data Copylefted libre software Our words are not just empty promisesUpcoming features  Achievements and motivational messagesJoin our community today o aai aai aai Disclaimer a i Anorexia is a serious disease Especially due to the many negative examples on social media anorexia is increasingly becoming a problem for society as a whole As part of our contribution to prevention no target weight below 50 kg  110 lb  79 st is possibleThis app is still in beta stage and may contain bugs Open a new issue to report bugs or request features;https://f-droid.org/repo/de.quantumphysique.trale_193.apk;This version requires Android 5.0 or newer.;https://github.com/QuantumPhysique/trale;https://github.com/QuantumPhysique/trale/issues;0.7.1;read the contents of your shared storage <-> de.quantumphysique.trale.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
