before;after;filename;info;rating1;rating2
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 00-36-38_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 00-36-38_after.png;2022-01-10 00-36-38;nehuma mudança visual;Erro;False Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 00-38-54_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 00-38-54_after.png;2022-01-10 00-38-54;um termo perdeu a seleção no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 00-40-17_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 00-40-17_after.png;2022-01-10 00-40-17;voltou a tela anterior;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 00-45-28_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 00-45-28_after.pngy;2022-01-10 00-45-28;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-02-32_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-02-32_after.png;2022-01-10 01-02-32;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-04-27_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-04-27_after.png;2022-01-10 01-04-27;um termo perdeu a seleção no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-19-50_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-19-50_after.png;2022-01-10 01-19-50;voltou a tela anterior;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-24-29_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-24-29_after.png;2022-01-10 01-24-29;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-32-08_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-32-08_after.png;2022-01-10 01-32-08;voltou a tela anterior;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-37-08_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-37-08_after.png;2022-01-10 01-37-08;voltou a tela anterior;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-48-04_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-48-04_after.png;2022-01-10 01-48-04;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-54-32_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-54-32_after.png;2022-01-10 01-54-32;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-59-09_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 01-59-09_after.png;2022-01-10 01-59-09;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-09-20_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-09-20_after.png;2022-01-10 02-09-20;um termo perdeu a seleção no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-12-43_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-12-43_after.png;2022-01-10 02-12-43;voltou a tela anterior;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-19-14_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-19-14_after.png;2022-01-10 02-19-14;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-22-54_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-22-54_after.png;2022-01-10 02-22-54;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-27-56_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-27-56_after.png;2022-01-10 02-27-56;voltou a tela anterior;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-34-19_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-34-19_after.png;2022-01-10 02-34-19;menu pop up;Menu popup Aplicativo;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-41-42_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-41-42_after.png;2022-01-10 02-41-42;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-51-02_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 02-51-02_after.png;2022-01-10 02-51-02;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-00-29_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-00-29_after.png;2022-01-10 03-00-29;menu pop up;Menu popup Aplicativo;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-01-46_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-01-46_after.png;2022-01-10 03-01-46;nehuma mudança visual;Erro;False Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-04-02_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-04-02_after.png;2022-01-10 03-04-02;voltou a tela anterior;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-05-34_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-05-34_after.png;2022-01-10 03-05-34;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-13-06_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-13-06_after.png;2022-01-10 03-13-06;voltou a tela anterior;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-22-56_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-22-56_after.png;2022-01-10 03-22-56;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-33-32_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-33-32_after.png;2022-01-10 03-33-32;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-35-25_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-35-25_after.png;2022-01-10 03-35-25;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-46-41_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-46-41_after.png;2022-01-10 03-46-41;voltou a tela anterior;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-53-35_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 03-53-35_after.png;2022-01-10 03-53-35;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 04-07-54_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 04-07-54_after.png;2022-01-10 04-07-54;voltou a tela anterior;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 04-12-26_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 04-12-26_after.png;2022-01-10 04-12-26;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 04-19-52_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 04-19-52_after.png;2022-01-10 04-19-52;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 04-25-21_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 04-25-21_after.png;2022-01-10 04-25-21;voltou a tela anterior;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 04-28-31_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 04-28-31_after.png;2022-01-10 04-28-31;voltou a tela anterior no background;Perde estado;True Positive
amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 04-29-52_before.png;amirz.dngprocessor_5/dataloss/MainActivity/2022-01-10 04-29-52_after.png;2022-01-10 04-29-52;nehuma mudança visual;Erro;False Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 13-16-51_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 13-16-51_after.png;2022-01-11 13-16-51;fragmento caixa de mensagem desaparece;Fragmento;True Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 13-20-44_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 13-20-44_after.png;2022-01-11 13-20-44;fragmento caixa de mensagem desaparece;Fragmento;True Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 13-46-40_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 13-46-40_after.png;2022-01-11 13-46-40;fragmento caixa de mensagem desaparece;Fragmento;True Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 14-00-26_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 14-00-26_after.png;2022-01-11 14-00-26;fragmento caixa de mensagem desaparece;Fragmento;True Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 14-08-33_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 14-08-33_after.png;2022-01-11 14-08-33;fragmento caixa de mensagem desaparece;Fragmento;True Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 14-24-43_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 14-24-43_after.png;2022-01-11 14-24-43;fragmento caixa de mensagem desaparece;Fragmento;True Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 14-50-22_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 14-50-22_after.png;2022-01-11 14-50-22;fragmento caixa de mensagem desaparece;Fragmento;True Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 15-00-25_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 15-00-25_after.png;2022-01-11 15-00-25;fragmento caixa de mensagem desaparece;Fragmento;True Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 15-22-34_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 15-22-34_after.png;2022-01-11 15-22-34;fragmento caixa de mensagem desaparece;Fragmento;True Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 15-42-52_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 15-42-52_after.png;2022-01-11 15-42-52;fragmento caixa de mensagem desaparece;Fragmento;True Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 15-52-03_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 15-52-03_after.png;2022-01-11 15-52-03;provavelmente fechou o app;Erro;False Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 16-19-09_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 16-19-09_after.png;2022-01-11 16-19-09;fragmento caixa de mensagem desaparece;Fragmento;True Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 16-38-13_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 16-38-13_after.png;2022-01-11 16-38-13;fragmento caixa de mensagem desaparece;Fragmento;True Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 16-49-02_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 16-49-02_after.png;2022-01-11 16-49-02;provavelmente fechou o app;Erro;False Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 16-50-54_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 16-50-54_after.png;2022-01-11 16-50-54;fragmento caixa de mensagem desaparece;Fragmento;True Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 17-02-20_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 17-02-20_after.png;2022-01-11 17-02-20;fragmento caixa de mensagem desaparece;Fragmento;True Positive
android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 17-29-08_before.png;android.jonas.fakestandby_7/dataloss/SettingsActivity/2022-01-11 17-29-08_after.png;2022-01-11 17-29-08;fragmento caixa de mensagem desaparece;Fragmento;True Positive
at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 18-48-13_before.png;at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 18-48-13_after.png;2022-01-10 18-48-13;fragmento de formulario com texto desaparece;Fragmento;True Positive
at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 18-51-21_before.png;at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 18-51-21_after.png;2022-01-10 18-51-21;fragmento de formulario desaparece;Fragmento;True Positive
at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 19-08-18_before.png;at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 19-08-18_after.png;2022-01-10 19-08-18;fragmento de formulario desaparece;Fragmento;True Positive
at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 19-36-47_before.png;at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 19-36-47_after.png;2022-01-10 19-36-47;fragmento de formulario com texto desaparece;Fragmento;True Positive
at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 20-03-43_before.png;at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 20-03-43_after.png;2022-01-10 20-03-43;fragmento de mensagem desaparece;Fragmento;True Positive
at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 20-35-47_before.png;at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 20-35-47_after.png;2022-01-10 20-35-47;fragmento de formulario desaparece;Fragmento;True Positive
at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 22-36-39_before.png;at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 22-36-39_after.png;2022-01-10 22-36-39;fragmento de formulario desaparece;Fragmento;True Positive
at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 22-40-09_before.png;at.tacticaldevc.panictrigger_10/dataloss/ContactPickerActivity/2022-01-10 22-40-09_after.png;2022-01-10 22-40-09;fragmento de formulario desaparece;Fragmento;True Positive
at.tacticaldevc.panictrigger_10/dataloss/SettingsActivity/2022-01-10 18-33-38_before.png;at.tacticaldevc.panictrigger_10/dataloss/SettingsActivity/2022-01-10 18-33-38_after.png;2022-01-10 18-33-38;variação de cor;Atualização da tela;False Positive
at.tacticaldevc.panictrigger_10/dataloss/SettingsActivity/2022-01-10 20-15-17_before.png;at.tacticaldevc.panictrigger_10/dataloss/SettingsActivity/2022-01-10 20-15-17_after.png;2022-01-10 20-15-17;cursor;Cursor;False Positive
at.tacticaldevc.panictrigger_10/dataloss/SettingsActivity/2022-01-10 20-50-48_before.png;at.tacticaldevc.panictrigger_10/dataloss/SettingsActivity/2022-01-10 20-50-48_after.png;2022-01-10 20-50-48;menu popup desaparece;Menu popup Aplicativo;True Positive
at.tacticaldevc.panictrigger_10/dataloss/SettingsActivity/2022-01-10 22-56-52_before.png;at.tacticaldevc.panictrigger_10/dataloss/SettingsActivity/2022-01-10 22-56-52_after.png;2022-01-10 22-56-52;cursor;Cursor;False Positive
at.tacticaldevc.panictrigger_10/dataloss/TriggerActivity/2022-01-10 20-43-49_before.png;at.tacticaldevc.panictrigger_10/dataloss/TriggerActivity/2022-01-10 20-43-49_after.png;2022-01-10 20-43-49;fragmento de seleção desaparece;Fragmento;True Positive
at.tacticaldevc.panictrigger_10/dataloss/TriggerActivity/2022-01-10 20-48-34_before.png;at.tacticaldevc.panictrigger_10/dataloss/TriggerActivity/2022-01-10 20-48-34_after.png;2022-01-10 20-48-34;fragmento de seleção desaparece;Fragmento;True Positive
at.tacticaldevc.panictrigger_10/dataloss/TriggerActivity/2022-01-10 20-58-19_before.png;at.tacticaldevc.panictrigger_10/dataloss/TriggerActivity/2022-01-10 20-58-19_after.png;2022-01-10 20-58-19;fragmento de seleção desaparece;Fragmento;True Positive
at.tacticaldevc.panictrigger_10/dataloss/TriggerActivity/2022-01-10 20-59-10_before.png;at.tacticaldevc.panictrigger_10/dataloss/TriggerActivity/2022-01-10 20-59-10_after.png;2022-01-10 20-59-10;fragmento de seleção desaparece;Fragmento;True Positive
ca.snoe.deedum_16/dataloss/MainActivity/2021-12-13 20-15-55_before.png;ca.snoe.deedum_16/dataloss/MainActivity/2021-12-13 20-15-55_after.png;2021-12-13 20-15-55;mudou a cor da barra, mas é um comportamento normal do aplicativo, observei depois que instalei;Atualização da tela;False Positive
ca.snoe.deedum_16/dataloss/MainActivity/2021-12-13 20-21-06_before.png;ca.snoe.deedum_16/dataloss/MainActivity/2021-12-13 20-21-06_after.png;2021-12-13 20-21-06;menu pop up desapareceu;Menu popup Aplicativo;True Positive
ch.famoser.mensa_15/dataloss/MainActivity/2022-01-10 23-51-49_before.png;ch.famoser.mensa_15/dataloss/MainActivity/2022-01-10 23-51-49_after.png;2022-01-10 23-51-49;atualização;Atualização da tela;False Positive
ch.famoser.mensa_15/dataloss/MainActivity/2022-01-11 01-07-05_before.png;ch.famoser.mensa_15/dataloss/MainActivity/2022-01-11 01-07-05_after.png;2022-01-11 01-07-05;muitas propriedades alteradas;Propriedades;True Positive
ch.famoser.mensa_15/dataloss/MainActivity/2022-01-11 01-46-30_before.png;ch.famoser.mensa_15/dataloss/MainActivity/2022-01-11 01-46-30_after.png;2022-01-11 01-46-30;sumiu caixa de menu com os checkbox;Menu desaparece;True Positive
ch.famoser.mensa_15/dataloss/MainActivity/2022-01-11 02-02-27_before.png;ch.famoser.mensa_15/dataloss/MainActivity/2022-01-11 02-02-27_after.png;2022-01-11 02-02-27;sumiu caixa de menu com os checkbox;Menu desaparece;True Positive
ch.famoser.mensa_15/dataloss/MainActivity/2022-01-11 02-47-39_before.png;ch.famoser.mensa_15/dataloss/MainActivity/2022-01-11 02-47-39_after.png;2022-01-11 02-47-39;sumiu caixa de menu com os checkbox;Menu desaparece;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-10 23-53-38_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-10 23-53-38_after.png;2022-01-10 23-53-38;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-10 23-54-11_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-10 23-54-11_after.png;2022-01-10 23-54-11;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-10 23-57-46_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-10 23-57-46_after.png;2022-01-10 23-57-46;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-10 23-58-44_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-10 23-58-44_after.png;2022-01-10 23-58-44;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-02-54_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-02-54_after.png;2022-01-11 00-02-54;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-05-36_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-05-36_after.png;2022-01-11 00-05-36;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-08-25_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-08-25_after.png;2022-01-11 00-08-25;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-10-03_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-10-03_after.png;2022-01-11 00-10-03;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-10-53_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-10-53_after.png;2022-01-11 00-10-53;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-13-06_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-13-06_after.png;2022-01-11 00-13-06;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-13-54_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-13-54_after.png;2022-01-11 00-13-54;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-15-02_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-15-02_after.png;2022-01-11 00-15-02;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-19-29_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-19-29_after.png;2022-01-11 00-19-29;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-21-18_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-21-18_after.png;2022-01-11 00-21-18;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-23-51_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-23-51_after.png;2022-01-11 00-23-51;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-24-17_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-24-17_after.png;2022-01-11 00-24-17;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-26-17_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-26-17_after.png;2022-01-11 00-26-17;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-28-14_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-28-14_after.png;2022-01-11 00-28-14;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-31-39_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-31-39_after.png;2022-01-11 00-31-39;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-33-28_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-33-28_after.png;2022-01-11 00-33-28;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-34-06_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-34-06_after.png;2022-01-11 00-34-06;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-35-39_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-35-39_after.png;2022-01-11 00-35-39;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-39-03_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-39-03_after.png;2022-01-11 00-39-03;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-42-14_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-42-14_after.png;2022-01-11 00-42-14;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-42-33_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-42-33_after.png;2022-01-11 00-42-33;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-43-30_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-43-30_after.png;2022-01-11 00-43-30;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-44-04_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-44-04_after.png;2022-01-11 00-44-04;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-44-52_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-44-52_after.png;2022-01-11 00-44-52;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-51-00_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-51-00_after.png;2022-01-11 00-51-00;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-52-05_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-52-05_after.png;2022-01-11 00-52-05;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-53-18_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-53-18_after.png;2022-01-11 00-53-18;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-54-30_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-54-30_after.png;2022-01-11 00-54-30;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-56-41_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-56-41_after.png;2022-01-11 00-56-41;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
