before;after;filename;info;rating1;rating2
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-38-31_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-38-31_after.png;2021-12-15 02-38-31;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-39-23_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-39-23_after.png;2021-12-15 02-39-23;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-40-16_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-40-16_after.png;2021-12-15 02-40-16;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-41-16_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-41-16_after.png;2021-12-15 02-41-16;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-41-25_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-41-25_after.png;2021-12-15 02-41-25;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-42-25_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-42-25_after.png;2021-12-15 02-42-25;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-43-22_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-43-22_after.png;2021-12-15 02-43-22;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-44-19_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-44-19_after.png;2021-12-15 02-44-19;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-45-10_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-45-10_after.png;2021-12-15 02-45-10;várias propriedades alteradas na view;Propriedades;True Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-46-13_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-46-13_after.png;2021-12-15 02-46-13;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-47-25_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-47-25_after.png;2021-12-15 02-47-25;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-47-52_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-47-52_after.png;2021-12-15 02-47-52;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-48-50_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-48-50_after.png;2021-12-15 02-48-50;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-49-51_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-49-51_after.png;2021-12-15 02-49-51;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-50-41_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-50-41_after.png;2021-12-15 02-50-41;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-51-19_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-51-19_after.png;2021-12-15 02-51-19;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-52-11_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-52-11_after.png;2021-12-15 02-52-11;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-53-04_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-53-04_after.png;2021-12-15 02-53-04;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-53-55_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-53-55_after.png;2021-12-15 02-53-55;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-55-21_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-55-21_after.png;2021-12-15 02-55-21;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-55-53_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-55-53_after.png;2021-12-15 02-55-53;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-56-56_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-56-56_after.png;2021-12-15 02-56-56;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-57-36_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-57-36_after.png;2021-12-15 02-57-36;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-57-51_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-57-51_after.png;2021-12-15 02-57-51;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-59-31_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 02-59-31_after.png;2021-12-15 02-59-31;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-00-34_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-00-34_after.png;2021-12-15 03-00-34;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-01-42_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-01-42_after.png;2021-12-15 03-01-42;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-02-31_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-02-31_after.png;2021-12-15 03-02-31;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-02-56_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-02-56_after.png;2021-12-15 03-02-56;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-04-30_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-04-30_after.png;2021-12-15 03-04-30;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-04-51_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-04-51_after.png;2021-12-15 03-04-51;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-06-28_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-06-28_after.png;2021-12-15 03-06-28;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-06-52_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-06-52_after.png;2021-12-15 03-06-52;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-08-10_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-08-10_after.png;2021-12-15 03-08-10;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-08-53_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-08-53_after.png;2021-12-15 03-08-53;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-10-03_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-10-03_after.png;2021-12-15 03-10-03;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-11-19_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-11-19_after.png;2021-12-15 03-11-19;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-11-48_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-11-48_after.png;2021-12-15 03-11-48;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-13-23_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-13-23_after.png;2021-12-15 03-13-23;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-13-52_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-13-52_after.png;2021-12-15 03-13-52;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-14-23_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-14-23_after.png;2021-12-15 03-14-23;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-15-15_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-15-15_after.png;2021-12-15 03-15-15;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-16-13_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-16-13_after.png;2021-12-15 03-16-13;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-17-53_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-17-53_after.png;2021-12-15 03-17-53;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-18-50_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-18-50_after.png;2021-12-15 03-18-50;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-19-41_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-19-41_after.png;2021-12-15 03-19-41;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-20-04_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-20-04_after.png;2021-12-15 03-20-04;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-21-08_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-21-08_after.png;2021-12-15 03-21-08;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-22-10_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-22-10_after.png;2021-12-15 03-22-10;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-23-14_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-23-14_after.png;2021-12-15 03-23-14;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-23-48_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-23-48_after.png;2021-12-15 03-23-48;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-24-20_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-24-20_after.png;2021-12-15 03-24-20;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-24-51_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-24-51_after.png;2021-12-15 03-24-51;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-25-48_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-25-48_after.png;2021-12-15 03-25-48;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-26-26_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-26-26_after.png;2021-12-15 03-26-26;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-27-09_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-27-09_after.png;2021-12-15 03-27-09;várias propriedades alteradas na view;Propriedades;True Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-27-18_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-27-18_after.png;2021-12-15 03-27-18;várias propriedades alteradas na view;Propriedades;True Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-28-23_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-28-23_after.png;2021-12-15 03-28-23;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-29-21_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-29-21_after.png;2021-12-15 03-29-21;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-29-59_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-29-59_after.png;2021-12-15 03-29-59;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-31-37_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-31-37_after.png;2021-12-15 03-31-37;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-32-18_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-32-18_after.png;2021-12-15 03-32-18;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-33-29_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-33-29_after.png;2021-12-15 03-33-29;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-34-28_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-34-28_after.png;2021-12-15 03-34-28;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-35-33_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-35-33_after.png;2021-12-15 03-35-33;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-35-57_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-35-57_after.png;2021-12-15 03-35-57;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-37-16_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-37-16_after.png;2021-12-15 03-37-16;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-37-39_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-37-39_after.png;2021-12-15 03-37-39;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-38-47_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-38-47_after.png;2021-12-15 03-38-47;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-39-21_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-39-21_after.png;2021-12-15 03-39-21;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-40-12_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-40-12_after.png;2021-12-15 03-40-12;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-41-33_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-41-33_after.png;2021-12-15 03-41-33;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-41-54_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-41-54_after.png;2021-12-15 03-41-54;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-43-05_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-43-05_after.png;2021-12-15 03-43-05;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-43-44_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-43-44_after.png;2021-12-15 03-43-44;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-45-08_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-45-08_after.png;2021-12-15 03-45-08;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-46-13_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-46-13_after.png;2021-12-15 03-46-13;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-46-52_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-46-52_after.png;2021-12-15 03-46-52;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-47-21_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-47-21_after.png;2021-12-15 03-47-21;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-48-34_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-48-34_after.png;2021-12-15 03-48-34;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-49-46_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-49-46_after.png;2021-12-15 03-49-46;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-50-25_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-50-25_after.png;2021-12-15 03-50-25;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-51-05_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-51-05_after.png;2021-12-15 03-51-05;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-52-40_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-52-40_after.png;2021-12-15 03-52-40;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-53-22_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-53-22_after.png;2021-12-15 03-53-22;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-53-59_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-53-59_after.png;2021-12-15 03-53-59;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-55-11_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-55-11_after.png;2021-12-15 03-55-11;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-55-58_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-55-58_after.png;2021-12-15 03-55-58;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-56-46_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-56-46_after.png;2021-12-15 03-56-46;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-58-06_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-58-06_after.png;2021-12-15 03-58-06;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-58-15_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-58-15_after.png;2021-12-15 03-58-15;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-58-38_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-58-38_after.png;2021-12-15 03-58-38;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-59-51_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 03-59-51_after.png;2021-12-15 03-59-51;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-00-43_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-00-43_after.png;2021-12-15 04-00-43;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-01-12_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-01-12_after.png;2021-12-15 04-01-12;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-02-49_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-02-49_after.png;2021-12-15 04-02-49;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-03-19_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-03-19_after.png;2021-12-15 04-03-19;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-05-49_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-05-49_after.png;2021-12-15 04-05-49;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-06-32_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-06-32_after.png;2021-12-15 04-06-32;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-07-38_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-07-38_after.png;2021-12-15 04-07-38;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-07-47_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-07-47_after.png;2021-12-15 04-07-47;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-08-39_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-08-39_after.png;2021-12-15 04-08-39;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-10-13_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-10-13_after.png;2021-12-15 04-10-13;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-10-59_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-10-59_after.png;2021-12-15 04-10-59;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-11-23_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-11-23_after.png;2021-12-15 04-11-23;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-12-41_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-12-41_after.png;2021-12-15 04-12-41;descoloração (animação do timer pausado);Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-13-28_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-13-28_after.png;2021-12-15 04-13-28;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-14-11_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-14-11_after.png;2021-12-15 04-14-11;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-15-03_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-15-03_after.png;2021-12-15 04-15-03;animação hora;Animação;False Positive
com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-16-10_before.png;com.apps.adrcotfas.goodtime_131/dataloss/TimerActivity/2021-12-15 04-16-10_after.png;2021-12-15 04-16-10;animação hora;Animação;False Positive
